customer_id,date,amount,category,description,type
1006,2024-10-01 15:35:43.736032,448.83,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-02 15:35:43.736032,391.16,Healthcare,Healthcare Purchase,debit
1006,2024-10-02 15:35:43.736032,167.49,Groceries,Groceries Purchase,debit
1006,2024-10-04 15:35:43.736032,129.72,Transportation,Transportation Purchase,debit
1006,2024-10-04 15:35:43.736032,6.67,Subscription,Subscription Purchase,debit
1006,2024-10-04 15:35:43.736032,227.5,Groceries,Groceries Purchase,debit
1006,2024-10-04 15:35:43.736032,43.0,Healthcare,Healthcare Purchase,debit
1006,2024-10-06 15:35:43.736032,452.55,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-06 15:35:43.736032,15.13,Dining,Dining Purchase,debit
1006,2024-10-06 15:35:43.736032,400.05,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-07 15:35:43.736032,182.43,Utilities,Utilities Purchase,debit
1006,2024-10-07 15:35:43.736032,132.66,Utilities,Utilities Purchase,debit
1006,2024-10-07 15:35:43.736032,250.34,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-07 15:35:43.736032,490.35,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-08 15:35:43.736032,39.34,Groceries,Groceries Purchase,debit
1006,2024-10-08 15:35:43.736032,23.96,Travel,Travel Purchase,debit
1006,2024-10-09 15:35:43.736032,426.71,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-09 15:35:43.736032,153.53,Utilities,Utilities Purchase,debit
1006,2024-10-09 15:35:43.736032,85.65,Healthcare,Healthcare Purchase,debit
1006,2024-10-10 15:35:43.736032,159.26,Healthcare,Healthcare Purchase,debit
1006,2024-10-10 15:35:43.736032,307.39,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-11 15:35:43.736032,104.53,Groceries,Groceries Purchase,debit
1006,2024-10-11 15:35:43.736032,415.02,Education,Education Purchase,debit
1006,2024-10-12 15:35:43.736032,382.44,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-12 15:35:43.736032,478.44,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-13 15:35:43.736032,32.44,Subscription,Subscription Purchase,debit
1006,2024-10-14 15:35:43.736032,415.37,Insurance,Insurance Purchase,debit
1006,2024-10-14 15:35:43.736032,44.48,Dining,Dining Purchase,debit
1006,2024-10-15 15:35:43.736032,676.29,Income,Salary Deposit,credit
1006,2024-10-15 15:35:43.736032,69.9,Utilities,Utilities Purchase,debit
1006,2024-10-16 15:35:43.736032,2.45,Savings/Investment,Savings/Investment Purchase,debit
1006,2024-10-16 15:35:43.736032,92.39,Dining,Dining Purchase,debit
1006,2024-10-17 15:35:43.736032,460.36,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-18 15:35:43.736032,50.76,Shopping,Shopping Purchase,debit
1006,2024-10-18 15:35:43.736032,116.24,Groceries,Groceries Purchase,debit
1006,2024-10-19 15:35:43.736032,110.57,Utilities,Utilities Purchase,debit
1006,2024-10-19 15:35:43.736032,83.06,Dining,Dining Purchase,debit
1006,2024-10-19 15:35:43.736032,243.09,Groceries,Groceries Purchase,debit
1006,2024-10-19 15:35:43.736032,54.75,Transportation,Transportation Purchase,debit
1006,2024-10-20 15:35:43.736032,188.33,Utilities,Utilities Purchase,debit
1006,2024-10-20 15:35:43.736032,295.15,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-21 15:35:43.736032,321.24,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-21 15:35:43.736032,259.25,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-22 15:35:43.736032,414.13,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-22 15:35:43.736032,96.71,Insurance,Insurance Purchase,debit
1006,2024-10-23 15:35:43.736032,237.78,Healthcare,Healthcare Purchase,debit
1006,2024-10-23 15:35:43.736032,244.43,Groceries,Groceries Purchase,debit
1006,2024-10-23 15:35:43.736032,355.06,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-24 15:35:43.736032,77.38,Transportation,Transportation Purchase,debit
1006,2024-10-24 15:35:43.736032,172.86,Utilities,Utilities Purchase,debit
1006,2024-10-24 15:35:43.736032,93.89,Dining,Dining Purchase,debit
1006,2024-10-24 15:35:43.736032,53.82,Transportation,Transportation Purchase,debit
1006,2024-10-24 15:35:43.736032,38.27,Groceries,Groceries Purchase,debit
1006,2024-10-25 15:35:43.736032,149.65,Travel,Travel Purchase,debit
1006,2024-10-25 15:35:43.736032,61.82,Travel,Travel Purchase,debit
1006,2024-10-27 15:35:43.736032,89.13,Dining,Dining Purchase,debit
1006,2024-10-27 15:35:43.736032,207.62,Transportation,Transportation Purchase,debit
1006,2024-10-29 15:35:43.736032,255.68,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-29 15:35:43.736032,147.76,Transportation,Transportation Purchase,debit
1006,2024-10-29 15:35:43.736032,83.66,Education,Education Purchase,debit
1006,2024-10-29 15:35:43.736032,404.81,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-30 15:35:43.736032,249.22,Travel,Travel Purchase,debit
1006,2024-10-30 15:35:43.736032,151.3,Transportation,Transportation Purchase,debit
1006,2024-10-30 15:35:43.736032,345.65,Entertainment,Entertainment Purchase,debit
1006,2024-10-31 15:35:43.736032,277.75,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-10-31 15:35:43.736032,330.29,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-11-01 15:35:43.736032,586.19,Income,Salary Deposit,credit
1006,2024-11-01 15:35:43.736032,25.27,Shopping,Shopping Purchase,debit
1006,2024-11-02 15:35:43.736032,114.74,Healthcare,Healthcare Purchase,debit
1006,2024-11-02 15:35:43.736032,75.98,Groceries,Groceries Purchase,debit
1006,2024-11-02 15:35:43.736032,190.01,Utilities,Utilities Purchase,debit
1006,2024-11-03 15:35:43.736032,270.52,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-11-04 15:35:43.736032,67.64,Dining,Dining Purchase,debit
1006,2024-11-05 15:35:43.736032,282.98,Shopping,Shopping Purchase,debit
1006,2024-11-05 15:35:43.736032,36.99,Entertainment,Entertainment Purchase,debit
1006,2024-11-05 15:35:43.736032,51.55,Education,Education Purchase,debit
1006,2024-11-06 15:35:43.736032,50.8,Dining,Dining Purchase,debit
1006,2024-11-07 15:35:43.736032,311.59,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-11-07 15:35:43.736032,44.85,Shopping,Shopping Purchase,debit
1006,2024-11-07 15:35:43.736032,189.76,Groceries,Groceries Purchase,debit
1006,2024-11-07 15:35:43.736032,405.73,Groceries,Groceries Purchase,debit
1006,2024-11-07 15:35:43.736032,22.02,Subscription,Subscription Purchase,debit
1006,2024-11-08 15:35:43.736032,455.1,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-11-08 15:35:43.736032,34.03,Travel,Travel Purchase,debit
1006,2024-11-09 15:35:43.736032,302.38,Healthcare,Healthcare Purchase,debit
1006,2024-11-09 15:35:43.736032,1.1,Subscription,Subscription Purchase,debit
1006,2024-11-09 15:35:43.736032,462.83,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-11-10 15:35:43.736032,94.01,Healthcare,Healthcare Purchase,debit
1006,2024-11-10 15:35:43.736032,213.25,Groceries,Groceries Purchase,debit
1006,2024-11-13 15:35:43.736032,191.39,Shopping,Shopping Purchase,debit
1006,2024-11-13 15:35:43.736032,249.3,Insurance,Insurance Purchase,debit
1006,2024-11-13 15:35:43.736032,166.91,Transportation,Transportation Purchase,debit
1006,2024-11-14 15:35:43.736032,63.07,Dining,Dining Purchase,debit
1006,2024-11-14 15:35:43.736032,220.62,Shopping,Shopping Purchase,debit
1006,2024-11-14 15:35:43.736032,85.74,Dining,Dining Purchase,debit
1006,2024-11-15 15:35:43.736032,647.39,Income,Salary Deposit,credit
1006,2024-11-15 15:35:43.736032,3.68,Entertainment,Entertainment Purchase,debit
1006,2024-11-17 15:35:43.736032,146.53,Groceries,Groceries Purchase,debit
1006,2024-11-17 15:35:43.736032,187.53,Utilities,Utilities Purchase,debit
1006,2024-11-17 15:35:43.736032,103.38,Shopping,Shopping Purchase,debit
1006,2024-11-17 15:35:43.736032,90.52,Groceries,Groceries Purchase,debit
1006,2024-11-18 15:35:43.736032,413.61,Travel,Travel Purchase,debit
1006,2024-11-18 15:35:43.736032,167.94,Transportation,Transportation Purchase,debit
1006,2024-11-18 15:35:43.736032,8.18,Subscription,Subscription Purchase,debit
1006,2024-11-19 15:35:43.736032,118.45,Transportation,Transportation Purchase,debit
1006,2024-11-19 15:35:43.736032,362.98,Travel,Travel Purchase,debit
1006,2024-11-19 15:35:43.736032,395.2,Insurance,Insurance Purchase,debit
1006,2024-11-20 15:35:43.736032,296.86,Groceries,Groceries Purchase,debit
1006,2024-11-21 15:35:43.736032,36.91,Travel,Travel Purchase,debit
1006,2024-11-21 15:35:43.736032,103.22,Dining,Dining Purchase,debit
1006,2024-11-22 15:35:43.736032,100.12,Transportation,Transportation Purchase,debit
1006,2024-11-23 15:35:43.736032,298.95,Entertainment,Entertainment Purchase,debit
1006,2024-11-23 15:35:43.736032,58.02,Dining,Dining Purchase,debit
1006,2024-11-24 15:35:43.736032,42.11,Dining,Dining Purchase,debit
1006,2024-11-25 15:35:43.736032,12.08,Subscription,Subscription Purchase,debit
1006,2024-11-25 15:35:43.736032,35.0,Subscription,Subscription Purchase,debit
1006,2024-11-26 15:35:43.736032,267.47,Transportation,Transportation Purchase,debit
1006,2024-11-26 15:35:43.736032,88.79,Insurance,Insurance Purchase,debit
1006,2024-11-26 15:35:43.736032,522.9,Groceries,Groceries Purchase,debit
1006,2024-11-26 15:35:43.736032,144.03,Travel,Travel Purchase,debit
1006,2024-11-28 15:35:43.736032,37.6,Dining,Dining Purchase,debit
1006,2024-11-29 15:35:43.736032,63.99,Dining,Dining Purchase,debit
1006,2024-11-29 15:35:43.736032,2.96,Shopping,Shopping Purchase,debit
1006,2024-11-29 15:35:43.736032,213.38,Groceries,Groceries Purchase,debit
1006,2024-11-29 15:35:43.736032,91.88,Dining,Dining Purchase,debit
1006,2024-11-30 15:35:43.736032,224.32,Entertainment,Entertainment Purchase,debit
1006,2024-11-30 15:35:43.736032,442.91,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-11-30 15:35:43.736032,64.37,Shopping,Shopping Purchase,debit
1006,2024-12-01 15:35:43.736032,625.32,Income,Salary Deposit,credit
1006,2024-12-01 15:35:43.736032,336.75,Groceries,Groceries Purchase,debit
1006,2024-12-01 15:35:43.736032,120.3,Entertainment,Entertainment Purchase,debit
1006,2024-12-02 15:35:43.736032,245.64,Groceries,Groceries Purchase,debit
1006,2024-12-02 15:35:43.736032,11.77,Healthcare,Healthcare Purchase,debit
1006,2024-12-02 15:35:43.736032,11.68,Subscription,Subscription Purchase,debit
1006,2024-12-02 15:35:43.736032,119.4,Utilities,Utilities Purchase,debit
1006,2024-12-03 15:35:43.736032,188.71,Utilities,Utilities Purchase,debit
1006,2024-12-03 15:35:43.736032,90.69,Travel,Travel Purchase,debit
1006,2024-12-04 15:35:43.736032,458.01,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-05 15:35:43.736032,1.0,Transportation,Transportation Purchase,debit
1006,2024-12-05 15:35:43.736032,155.28,Savings/Investment,Savings/Investment Purchase,debit
1006,2024-12-05 15:35:43.736032,88.55,Transportation,Transportation Purchase,debit
1006,2024-12-05 15:35:43.736032,243.69,Healthcare,Healthcare Purchase,debit
1006,2024-12-06 15:35:43.736032,32.59,Transportation,Transportation Purchase,debit
1006,2024-12-06 15:35:43.736032,57.39,Dining,Dining Purchase,debit
1006,2024-12-07 15:35:43.736032,59.59,Dining,Dining Purchase,debit
1006,2024-12-07 15:35:43.736032,48.01,Dining,Dining Purchase,debit
1006,2024-12-08 15:35:43.736032,72.61,Utilities,Utilities Purchase,debit
1006,2024-12-08 15:35:43.736032,133.89,Utilities,Utilities Purchase,debit
1006,2024-12-09 15:35:43.736032,1.0,Groceries,Groceries Purchase,debit
1006,2024-12-09 15:35:43.736032,197.17,Transportation,Transportation Purchase,debit
1006,2024-12-09 15:35:43.736032,18.05,Groceries,Groceries Purchase,debit
1006,2024-12-10 15:35:43.736032,185.63,Shopping,Shopping Purchase,debit
1006,2024-12-10 15:35:43.736032,168.06,Shopping,Shopping Purchase,debit
1006,2024-12-11 15:35:43.736032,347.16,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-11 15:35:43.736032,99.37,Dining,Dining Purchase,debit
1006,2024-12-11 15:35:43.736032,38.31,Dining,Dining Purchase,debit
1006,2024-12-11 15:35:43.736032,179.93,Utilities,Utilities Purchase,debit
1006,2024-12-12 15:35:43.736032,59.97,Shopping,Shopping Purchase,debit
1006,2024-12-12 15:35:43.736032,33.78,Shopping,Shopping Purchase,debit
1006,2024-12-12 15:35:43.736032,237.57,Insurance,Insurance Purchase,debit
1006,2024-12-13 15:35:43.736032,109.04,Transportation,Transportation Purchase,debit
1006,2024-12-14 15:35:43.736032,37.36,Dining,Dining Purchase,debit
1006,2024-12-14 15:35:43.736032,23.59,Subscription,Subscription Purchase,debit
1006,2024-12-14 15:35:43.736032,153.9,Groceries,Groceries Purchase,debit
1006,2024-12-15 15:35:43.736032,686.13,Income,Salary Deposit,credit
1006,2024-12-15 15:35:43.736032,47.23,Dining,Dining Purchase,debit
1006,2024-12-15 15:35:43.736032,40.09,Dining,Dining Purchase,debit
1006,2024-12-15 15:35:43.736032,1.0,Groceries,Groceries Purchase,debit
1006,2024-12-15 15:35:43.736032,87.89,Shopping,Shopping Purchase,debit
1006,2024-12-16 15:35:43.736032,360.44,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-16 15:35:43.736032,296.85,Shopping,Shopping Purchase,debit
1006,2024-12-16 15:35:43.736032,233.25,Education,Education Purchase,debit
1006,2024-12-16 15:35:43.736032,2.96,Subscription,Subscription Purchase,debit
1006,2024-12-17 15:35:43.736032,201.71,Groceries,Groceries Purchase,debit
1006,2024-12-19 15:35:43.736032,169.01,Shopping,Shopping Purchase,debit
1006,2024-12-19 15:35:43.736032,378.93,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-20 15:35:43.736032,24.13,Entertainment,Entertainment Purchase,debit
1006,2024-12-20 15:35:43.736032,7.14,Healthcare,Healthcare Purchase,debit
1006,2024-12-20 15:35:43.736032,77.92,Savings/Investment,Savings/Investment Purchase,debit
1006,2024-12-21 15:35:43.736032,204.19,Transportation,Transportation Purchase,debit
1006,2024-12-21 15:35:43.736032,37.58,Healthcare,Healthcare Purchase,debit
1006,2024-12-21 15:35:43.736032,41.12,Dining,Dining Purchase,debit
1006,2024-12-22 15:35:43.736032,1.0,Subscription,Subscription Purchase,debit
1006,2024-12-22 15:35:43.736032,17.67,Shopping,Shopping Purchase,debit
1006,2024-12-23 15:35:43.736032,166.68,Utilities,Utilities Purchase,debit
1006,2024-12-23 15:35:43.736032,385.13,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-23 15:35:43.736032,483.08,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-24 15:35:43.736032,20.35,Subscription,Subscription Purchase,debit
1006,2024-12-24 15:35:43.736032,130.18,Groceries,Groceries Purchase,debit
1006,2024-12-25 15:35:43.736032,326.81,Entertainment,Entertainment Purchase,debit
1006,2024-12-26 15:35:43.736032,323.57,Education,Education Purchase,debit
1006,2024-12-26 15:35:43.736032,271.43,Travel,Travel Purchase,debit
1006,2024-12-27 15:35:43.736032,247.96,Groceries,Groceries Purchase,debit
1006,2024-12-27 15:35:43.736032,108.07,Education,Education Purchase,debit
1006,2024-12-28 15:35:43.736032,154.63,Utilities,Utilities Purchase,debit
1006,2024-12-28 15:35:43.736032,497.66,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-28 15:35:43.736032,113.36,Dining,Dining Purchase,debit
1006,2024-12-28 15:35:43.736032,10.92,Entertainment,Entertainment Purchase,debit
1006,2024-12-30 15:35:43.736032,69.45,Shopping,Shopping Purchase,debit
1006,2024-12-31 15:35:43.736032,211.36,Groceries,Groceries Purchase,debit
1006,2024-12-31 15:35:43.736032,62.15,Transportation,Transportation Purchase,debit
1006,2024-12-31 15:35:43.736032,188.07,Groceries,Groceries Purchase,debit
1006,2024-12-31 15:35:43.736032,364.76,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2024-12-31 15:35:43.736032,147.76,Utilities,Utilities Purchase,debit
1006,2025-01-01 15:35:43.736032,686.76,Income,Salary Deposit,credit
1006,2025-01-01 15:35:43.736032,283.97,Groceries,Groceries Purchase,debit
1006,2025-01-01 15:35:43.736032,1.0,Subscription,Subscription Purchase,debit
1006,2025-01-01 15:35:43.736032,176.69,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-02 15:35:43.736032,110.57,Groceries,Groceries Purchase,debit
1006,2025-01-03 15:35:43.736032,459.46,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-01-03 15:35:43.736032,190.73,Utilities,Utilities Purchase,debit
1006,2025-01-04 15:35:43.736032,346.24,Groceries,Groceries Purchase,debit
1006,2025-01-04 15:35:43.736032,16.39,Subscription,Subscription Purchase,debit
1006,2025-01-06 15:35:43.736032,39.34,Dining,Dining Purchase,debit
1006,2025-01-07 15:35:43.736032,350.42,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-01-07 15:35:43.736032,80.87,Dining,Dining Purchase,debit
1006,2025-01-07 15:35:43.736032,173.2,Utilities,Utilities Purchase,debit
1006,2025-01-09 15:35:43.736032,203.71,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-10 15:35:43.736032,425.53,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-01-10 15:35:43.736032,266.02,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-01-10 15:35:43.736032,130.83,Transportation,Transportation Purchase,debit
1006,2025-01-10 15:35:43.736032,265.2,Groceries,Groceries Purchase,debit
1006,2025-01-12 15:35:43.736032,183.33,Transportation,Transportation Purchase,debit
1006,2025-01-12 15:35:43.736032,58.33,Entertainment,Entertainment Purchase,debit
1006,2025-01-12 15:35:43.736032,14.14,Dining,Dining Purchase,debit
1006,2025-01-12 15:35:43.736032,235.82,Insurance,Insurance Purchase,debit
1006,2025-01-13 15:35:43.736032,12.99,Healthcare,Healthcare Purchase,debit
1006,2025-01-14 15:35:43.736032,177.43,Utilities,Utilities Purchase,debit
1006,2025-01-15 15:35:43.736032,695.62,Income,Salary Deposit,credit
1006,2025-01-15 15:35:43.736032,30.22,Subscription,Subscription Purchase,debit
1006,2025-01-15 15:35:43.736032,62.39,Transportation,Transportation Purchase,debit
1006,2025-01-15 15:35:43.736032,381.58,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-15 15:35:43.736032,157.23,Education,Education Purchase,debit
1006,2025-01-15 15:35:43.736032,279.9,Utilities,Utilities Purchase,debit
1006,2025-01-17 15:35:43.736032,9.21,Insurance,Insurance Purchase,debit
1006,2025-01-17 15:35:43.736032,340.15,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-18 15:35:43.736032,327.67,Groceries,Groceries Purchase,debit
1006,2025-01-18 15:35:43.736032,94.89,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-18 15:35:43.736032,110.24,Travel,Travel Purchase,debit
1006,2025-01-18 15:35:43.736032,194.46,Healthcare,Healthcare Purchase,debit
1006,2025-01-19 15:35:43.736032,147.66,Groceries,Groceries Purchase,debit
1006,2025-01-19 15:35:43.736032,11.27,Shopping,Shopping Purchase,debit
1006,2025-01-19 15:35:43.736032,29.97,Dining,Dining Purchase,debit
1006,2025-01-20 15:35:43.736032,348.59,Travel,Travel Purchase,debit
1006,2025-01-20 15:35:43.736032,449.71,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-01-20 15:35:43.736032,171.04,Utilities,Utilities Purchase,debit
1006,2025-01-20 15:35:43.736032,49.49,Groceries,Groceries Purchase,debit
1006,2025-01-21 15:35:43.736032,28.89,Transportation,Transportation Purchase,debit
1006,2025-01-22 15:35:43.736032,356.34,Groceries,Groceries Purchase,debit
1006,2025-01-22 15:35:43.736032,372.94,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-22 15:35:43.736032,55.87,Entertainment,Entertainment Purchase,debit
1006,2025-01-22 15:35:43.736032,38.65,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-23 15:35:43.736032,330.87,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-01-23 15:35:43.736032,137.39,Utilities,Utilities Purchase,debit
1006,2025-01-24 15:35:43.736032,88.79,Shopping,Shopping Purchase,debit
1006,2025-01-24 15:35:43.736032,15.3,Subscription,Subscription Purchase,debit
1006,2025-01-24 15:35:43.736032,13.88,Subscription,Subscription Purchase,debit
1006,2025-01-25 15:35:43.736032,148.96,Utilities,Utilities Purchase,debit
1006,2025-01-25 15:35:43.736032,137.82,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-01-26 15:35:43.736032,233.88,Groceries,Groceries Purchase,debit
1006,2025-01-27 15:35:43.736032,5.13,Dining,Dining Purchase,debit
1006,2025-01-27 15:35:43.736032,149.5,Groceries,Groceries Purchase,debit
1006,2025-01-27 15:35:43.736032,185.09,Utilities,Utilities Purchase,debit
1006,2025-01-28 15:35:43.736032,224.46,Insurance,Insurance Purchase,debit
1006,2025-01-28 15:35:43.736032,163.23,Insurance,Insurance Purchase,debit
1006,2025-01-28 15:35:43.736032,314.34,Groceries,Groceries Purchase,debit
1006,2025-01-28 15:35:43.736032,99.04,Transportation,Transportation Purchase,debit
1006,2025-01-29 15:35:43.736032,50.92,Transportation,Transportation Purchase,debit
1006,2025-01-30 15:35:43.736032,263.8,Groceries,Groceries Purchase,debit
1006,2025-01-31 15:35:43.736032,16.98,Subscription,Subscription Purchase,debit
1006,2025-01-31 15:35:43.736032,168.29,Utilities,Utilities Purchase,debit
1006,2025-01-31 15:35:43.736032,44.01,Groceries,Groceries Purchase,debit
1006,2025-01-31 15:35:43.736032,84.69,Dining,Dining Purchase,debit
1006,2025-02-01 15:35:43.736032,579.08,Income,Salary Deposit,credit
1006,2025-02-01 15:35:43.736032,285.9,Groceries,Groceries Purchase,debit
1006,2025-02-01 15:35:43.736032,269.95,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-01 15:35:43.736032,301.29,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-02 15:35:43.736032,48.95,Dining,Dining Purchase,debit
1006,2025-02-02 15:35:43.736032,21.13,Subscription,Subscription Purchase,debit
1006,2025-02-03 15:35:43.736032,2.56,Healthcare,Healthcare Purchase,debit
1006,2025-02-03 15:35:43.736032,173.49,Transportation,Transportation Purchase,debit
1006,2025-02-03 15:35:43.736032,61.44,Dining,Dining Purchase,debit
1006,2025-02-04 15:35:43.736032,402.71,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-04 15:35:43.736032,37.35,Dining,Dining Purchase,debit
1006,2025-02-05 15:35:43.736032,2.67,Education,Education Purchase,debit
1006,2025-02-06 15:35:43.736032,25.0,Subscription,Subscription Purchase,debit
1006,2025-02-06 15:35:43.736032,146.85,Groceries,Groceries Purchase,debit
1006,2025-02-06 15:35:43.736032,32.3,Subscription,Subscription Purchase,debit
1006,2025-02-06 15:35:43.736032,2.15,Subscription,Subscription Purchase,debit
1006,2025-02-07 15:35:43.736032,109.0,Dining,Dining Purchase,debit
1006,2025-02-07 15:35:43.736032,169.15,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-02-09 15:35:43.736032,155.33,Groceries,Groceries Purchase,debit
1006,2025-02-09 15:35:43.736032,94.5,Dining,Dining Purchase,debit
1006,2025-02-09 15:35:43.736032,301.08,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-10 15:35:43.736032,220.94,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-02-10 15:35:43.736032,29.9,Dining,Dining Purchase,debit
1006,2025-02-10 15:35:43.736032,20.68,Dining,Dining Purchase,debit
1006,2025-02-10 15:35:43.736032,1.71,Subscription,Subscription Purchase,debit
1006,2025-02-12 15:35:43.736032,43.84,Dining,Dining Purchase,debit
1006,2025-02-12 15:35:43.736032,67.9,Utilities,Utilities Purchase,debit
1006,2025-02-13 15:35:43.736032,118.89,Entertainment,Entertainment Purchase,debit
1006,2025-02-13 15:35:43.736032,219.41,Groceries,Groceries Purchase,debit
1006,2025-02-14 15:35:43.736032,63.84,Groceries,Groceries Purchase,debit
1006,2025-02-14 15:35:43.736032,400.6,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-15 15:35:43.736032,632.42,Income,Salary Deposit,credit
1006,2025-02-15 15:35:43.736032,196.29,Education,Education Purchase,debit
1006,2025-02-15 15:35:43.736032,43.31,Groceries,Groceries Purchase,debit
1006,2025-02-16 15:35:43.736032,102.91,Utilities,Utilities Purchase,debit
1006,2025-02-16 15:35:43.736032,341.8,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-18 15:35:43.736032,99.6,Travel,Travel Purchase,debit
1006,2025-02-18 15:35:43.736032,265.59,Insurance,Insurance Purchase,debit
1006,2025-02-19 15:35:43.736032,394.14,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-19 15:35:43.736032,378.31,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-19 15:35:43.736032,109.87,Transportation,Transportation Purchase,debit
1006,2025-02-20 15:35:43.736032,319.04,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-21 15:35:43.736032,197.58,Utilities,Utilities Purchase,debit
1006,2025-02-21 15:35:43.736032,1.0,Subscription,Subscription Purchase,debit
1006,2025-02-21 15:35:43.736032,97.6,Utilities,Utilities Purchase,debit
1006,2025-02-21 15:35:43.736032,148.99,Healthcare,Healthcare Purchase,debit
1006,2025-02-21 15:35:43.736032,56.23,Dining,Dining Purchase,debit
1006,2025-02-22 15:35:43.736032,26.49,Subscription,Subscription Purchase,debit
1006,2025-02-22 15:35:43.736032,93.68,Transportation,Transportation Purchase,debit
1006,2025-02-23 15:35:43.736032,352.18,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-24 15:35:43.736032,211.34,Shopping,Shopping Purchase,debit
1006,2025-02-24 15:35:43.736032,126.95,Transportation,Transportation Purchase,debit
1006,2025-02-24 15:35:43.736032,69.18,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-02-24 15:35:43.736032,350.69,Rent/Mortgage,Rent/Mortgage Purchase,debit
1006,2025-02-25 15:35:43.736032,303.41,Travel,Travel Purchase,debit
1006,2025-02-25 15:35:43.736032,63.42,Dining,Dining Purchase,debit
1006,2025-02-26 15:35:43.736032,113.32,Travel,Travel Purchase,debit
1006,2025-02-26 15:35:43.736032,25.15,Subscription,Subscription Purchase,debit
1006,2025-02-26 15:35:43.736032,306.4,Groceries,Groceries Purchase,debit
1006,2025-02-26 15:35:43.736032,89.22,Insurance,Insurance Purchase,debit
1006,2025-02-27 15:35:43.736032,20.88,Dining,Dining Purchase,debit
1006,2025-02-28 15:35:43.736032,80.18,Shopping,Shopping Purchase,debit
1006,2025-02-28 15:35:43.736032,46.96,Savings/Investment,Savings/Investment Purchase,debit
1006,2025-02-28 15:35:43.736032,114.63,Groceries,Groceries Purchase,debit
1006,2025-03-01 15:35:43.736032,611.49,Income,Salary Deposit,credit
